opportunity_id,sales_agent,manager,regional_office,product,account,sector,deal_stage,engage_date,close_date,close_value
3D6ZHLF0,"Kami Bicknell","Summer Sewald","West","GTX Basic",Zoomit,entertainment,Lost,2017-05-30,2017-08-05,0
3DATPTEH,"Anna Snelling","Dustin Brinkmann","Central","MG Special",NULL,NULL,Engaging,2017-07-22,NULL,NULL
3DB2J8UR,"Niesha Huffines","Melvin Marxen","Central","GTX Basic",Isdom,medical,Lost,2017-04-06,2017-04-16,0
3DF5FIAM,"Reed Clapper","Rocco Neubert","East","MG Advanced","Umbrella Corporation",finance,Won,2017-10-05,2017-12-17,3285
3DKK3JF3,"Reed Clapper","Rocco Neubert","East","GTX Basic","Acme Corporation",technology,Lost,2017-03-06,2017-05-29,0
3DM5SSI5,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Warephase,services,Won,2017-09-18,2017-11-05,5231
3DY60YA7,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Stanredtax,finance,Lost,2017-06-28,2017-07-06,0
3DYZN86H,"Markita Hansen","Celia Rouche","West","MG Advanced",Hottechi,technology,Won,2017-06-07,2017-09-17,2979
3E09X4S2,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Rantouch,telecommunications,Lost,2017-09-30,2017-10-08,0
3E4VTH6E,"Hayden Neloms","Celia Rouche","West","MG Special",Hatfan,services,Engaging,2017-03-12,NULL,NULL
3E6J4YRT,"Violet Mclelland","Cara Losch","East","GTX Basic",Zotware,software,Lost,2017-08-10,2017-11-06,0
3ECHUPQY,"Daniell Hammack","Rocco Neubert","East","GTX Plus Basic",NULL,NULL,Engaging,2016-12-20,NULL,NULL
3EGE42CM,"Reed Clapper","Rocco Neubert","East","MG Advanced",Ontomedia,employment,Lost,2017-04-23,2017-04-24,0
3EL8D4WO,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",Codehow,software,Won,2016-12-20,2017-03-25,3269
3EZLRW47,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Bioholding,medical,Lost,2017-10-21,2017-10-31,0
3F2EMUQ7,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",Scotfind,software,Lost,2017-10-10,2017-10-11,0
3F2ZPCSL,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",NULL,NULL,Engaging,2017-03-25,NULL,NULL
3F34LWKM,"Vicki Laflamme","Celia Rouche","West","GTX PRO",NULL,NULL,Engaging,2017-05-06,NULL,NULL
3F5AAJZB,"Garret Kinder","Cara Losch","East","GTX PRO","Gekko & Co",retail,Won,2017-06-21,2017-06-26,5622
3F5MZNEH,"Rosalina Dieter","Celia Rouche","West","MG Special",Sonron,telecommunications,Lost,2016-11-05,2017-03-03,0
3F81XLI7,"Corliss Cosme","Cara Losch","East","GTX PRO",Ganjaflex,retail,Won,2017-06-06,2017-08-11,4230
3F8AA8RT,"Maureen Marcano","Summer Sewald","West","GTX Plus Basic",Green-Plus,services,Lost,2017-05-08,2017-08-05,0
3F9NDPA0,"Maureen Marcano","Summer Sewald","West","GTX Plus Basic",Konex,technology,Won,2017-08-09,2017-08-10,1102
3FI1J4VO,"Gladys Colclough","Melvin Marxen","Central","MG Special",NULL,NULL,Engaging,2017-07-29,NULL,NULL
3FJPGYD7,"Kami Bicknell","Summer Sewald","West","GTX Basic",Cheers,entertainment,Lost,2017-12-12,2017-12-29,0
3FWZBSW1,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Cancity,retail,Engaging,2017-08-01,NULL,NULL
3FZVCDW0,"Kami Bicknell","Summer Sewald","West","GTX PRO",Finjob,employment,Won,2017-05-03,2017-05-04,4372
3G61D5KV,"Gladys Colclough","Melvin Marxen","Central","MG Special",NULL,NULL,Engaging,2017-08-03,NULL,NULL
3GEDSDVN,"Cecily Lampkin","Dustin Brinkmann","Central","GTX Basic",Inity,marketing,Won,2017-07-06,2017-07-08,590
3GFZ7SN4,"Moses Frase","Dustin Brinkmann","Central","MG Advanced",Streethex,retail,Won,2017-11-20,2017-11-23,3161
3GOXMQPF,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",Golddex,finance,Won,2017-05-29,2017-08-17,1002
3GPAFD3X,"Cecily Lampkin","Dustin Brinkmann","Central","MG Special",Zumgoity,medical,Lost,2017-04-09,2017-04-20,0
3GRTE6VM,"Elease Gluck","Celia Rouche","West","MG Advanced",Dalttechnology,software,Won,2017-10-22,2017-10-29,3082
3GVL1I1G,"Rosie Papadopoulos","Cara Losch","East","MG Advanced","Bluth Company",technology,Won,2017-11-07,2017-11-14,3426
3H3TNCP5,"James Ascencio","Summer Sewald","West","GTX Plus Basic",Condax,medical,Engaging,2017-05-23,NULL,NULL
3H80RIHV,"Kami Bicknell","Summer Sewald","West","GTX Plus Pro",Sonron,telecommunications,Won,2017-02-22,2017-05-10,5491
3HGQ3BOY,"Violet Mclelland","Cara Losch","East","MG Advanced",Ontomedia,employment,Won,2017-02-27,2017-05-27,4204
3HTSMIGI,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Basic",Betatech,medical,Lost,2017-08-15,2017-09-27,0
3IBBBGM4,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Fasehatice,retail,Won,2017-09-19,2017-11-18,555
3IIDRUGI,"Gladys Colclough","Melvin Marxen","Central","MG Special",Scottech,marketing,Lost,2017-06-13,2017-09-28,0
3IQ19UZ2,"Hayden Neloms","Celia Rouche","West","MG Advanced",Kan-code,software,Won,2017-10-13,2017-10-14,3250
3ISHFT20,"Kary Hendrixson","Summer Sewald","West","MG Special",Zoomit,entertainment,Won,2017-08-24,2017-12-18,62
3IWUUUCN,"Elease Gluck","Celia Rouche","West","GTX PRO",NULL,NULL,Engaging,2017-05-24,NULL,NULL
3J1LNCA4,"Hayden Neloms","Celia Rouche","West","GTX Plus Basic",Hatfan,services,Lost,2017-07-23,2017-07-31,0
3J1W4LM0,"Niesha Huffines","Melvin Marxen","Central","GTX Basic",Domzoom,entertainment,Won,2017-06-10,2017-06-21,527
3JJ7YI88,"Lajuana Vencill","Dustin Brinkmann","Central","MG Special",Gogozoom,telecommunications,Lost,2017-07-15,2017-07-16,0
3JMB4J8E,"Garret Kinder","Cara Losch","East","GTX Plus Pro","Acme Corporation",technology,Won,2017-10-05,2017-10-07,5331
3JUL12VK,"Kami Bicknell","Summer Sewald","West","GTX Basic",NULL,NULL,Engaging,2017-03-22,NULL,NULL
3JW6CZ7K,"Moses Frase","Dustin Brinkmann","Central","GTX Basic",NULL,NULL,Engaging,2017-07-20,NULL,NULL
3K3LQ0H5,"Kami Bicknell","Summer Sewald","West","GTX Basic",Scotfind,software,Won,2017-08-15,2017-08-23,557
3K70RL7Q,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",NULL,NULL,Prospecting,NULL,NULL,NULL
3K97S8L9,"Donn Cantrell","Rocco Neubert","East","MG Advanced",Donquadtech,technology,Lost,2017-05-13,2017-05-19,0
3KLVZN6M,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Cheers,entertainment,Won,2017-09-10,2017-12-05,538
3KM8WN7L,"Boris Faz","Rocco Neubert","East","GTX Basic",Kan-code,software,Won,2017-03-06,2017-05-18,522
3KR50X38,"Corliss Cosme","Cara Losch","East","GTX Plus Basic",Konex,technology,Won,2016-12-17,2017-03-13,1255
3KSHTB4P,"James Ascencio","Summer Sewald","West","GTX Basic",Hottechi,technology,Lost,2017-04-26,2017-05-04,0
3KVS08NL,"Violet Mclelland","Cara Losch","East","MG Special",Iselectrics,technology,Won,2017-07-14,2017-07-15,48
3KVXBQ5V,"Boris Faz","Rocco Neubert","East","GTX Plus Basic","Acme Corporation",technology,Lost,2017-07-01,2017-08-15,0
3KZUBSRU,"Hayden Neloms","Celia Rouche","West","GTX Plus Basic",Sonron,telecommunications,Won,2017-06-04,2017-09-09,1024
3L3W9W8I,"Marty Freudenburg","Melvin Marxen","Central","GTX Basic",NULL,NULL,Engaging,2017-07-28,NULL,NULL
3L8ECZK8,"Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Globex Corporation",technology,Won,2017-07-21,2017-09-27,3038
3L965RUK,"Kary Hendrixson","Summer Sewald","West","MG Advanced",Kan-code,software,Won,2017-07-17,2017-07-26,3665
3LCLVRVV,"Anna Snelling","Dustin Brinkmann","Central","GTX Basic",NULL,NULL,Prospecting,NULL,NULL,NULL
3LED0EK3,"Jonathan Berthelot","Melvin Marxen","Central","MG Advanced",Treequote,telecommunications,Lost,2017-02-14,2017-05-11,0
3LJAJVHR,"Cassey Cress","Rocco Neubert","East","GTX PRO",Opentech,finance,Lost,2017-01-25,2017-05-29,0
3LO8XJBY,"Niesha Huffines","Melvin Marxen","Central","MG Special",Condax,medical,Won,2017-04-26,2017-06-05,54
3LYVAV6P,"Cecily Lampkin","Dustin Brinkmann","Central","MG Special",Statholdings,employment,Won,2017-09-26,2017-10-03,55
3M03SX77,"Markita Hansen","Celia Rouche","West","GTX Basic",Condax,medical,Won,2017-04-07,2017-04-13,522
3MGMH9AE,"Gladys Colclough","Melvin Marxen","Central","MG Advanced",Stanredtax,finance,Lost,2017-10-23,2017-10-24,0
3MKAQ2YI,"Corliss Cosme","Cara Losch","East","GTX Plus Basic",Konex,technology,Lost,2017-10-18,2017-10-25,0
3ML02CAH,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Cancity,retail,Won,2017-11-05,2017-11-11,61
3MNZF5ZK,"Cecily Lampkin","Dustin Brinkmann","Central","GTX Plus Pro",Zumgoity,medical,Won,2017-02-12,2017-06-03,5148
3MXS2HRE,"Cassey Cress","Rocco Neubert","East","GTX Basic",Ganjaflex,retail,Won,2017-12-23,2017-12-31,576
3N3RAHXR,"Cassey Cress","Rocco Neubert","East","GTX Plus Basic",Nam-zim,services,Engaging,2017-03-19,NULL,NULL
3N46WQVI,"Hayden Neloms","Celia Rouche","West","MG Advanced",Faxquote,telecommunications,Engaging,2017-05-13,NULL,NULL
3N6BHLN6,"Niesha Huffines","Melvin Marxen","Central","GTX Plus Basic",Streethex,retail,Won,2017-07-12,2017-08-20,960
3N6VGWVS,"Lajuana Vencill","Dustin Brinkmann","Central","MG Special",Gogozoom,telecommunications,Won,2017-04-06,2017-05-30,61
3N7ZXGMF,"Niesha Huffines","Melvin Marxen","Central","GTX Plus Basic",Codehow,software,Won,2017-02-25,2017-03-06,1123
3N9I1WH7,"Hayden Neloms","Celia Rouche","West","MG Advanced",Plexzap,retail,Won,2017-02-27,2017-05-26,2964
3NC5XSDF,"Violet Mclelland","Cara Losch","East","MG Advanced",NULL,NULL,Engaging,2017-09-12,NULL,NULL
3NJHQZT6,"Darcel Schlecht","Melvin Marxen","Central","MG Special",Streethex,retail,Lost,2017-07-10,2017-07-17,0
3NM7A8SX,"Zane Levy","Summer Sewald","West","MG Advanced",Newex,services,Won,2017-06-16,2017-06-27,4234
3NQBMKOK,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Kan-code,software,Won,2017-03-06,2017-06-29,494
3O7PIS8O,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",Warephase,services,Won,2017-03-28,2017-04-09,3665
3OA6FZUD,"Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced",Treequote,telecommunications,Won,2017-08-12,2017-11-29,3165
3OAEEV0S,"Cassey Cress","Rocco Neubert","East","MG Advanced","Gekko & Co",retail,Won,2017-03-14,2017-03-21,3503
3OBMD08T,"Moses Frase","Dustin Brinkmann","Central","MG Advanced",Codehow,software,Lost,2017-04-15,2017-04-17,0
3OLESA9M,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",Inity,marketing,Lost,2017-03-28,2017-04-03,0
3ORQ2R0R,"Elease Gluck","Celia Rouche","West","GTX PRO",NULL,NULL,Engaging,2017-08-28,NULL,NULL
3OVJXUSB,"Donn Cantrell","Rocco Neubert","East","MG Advanced",Silis,medical,Won,2017-02-14,2017-06-14,2981
3P0T15VX,"Rosie Papadopoulos","Cara Losch","East","MG Special","The New York Inquirer",medical,Lost,2017-02-26,2017-05-18,0
3P7QQSVF,"Vicki Laflamme","Celia Rouche","West","MG Special",NULL,NULL,Engaging,2017-04-12,NULL,NULL
3PD8YBPK,"Vicki Laflamme","Celia Rouche","West","GTX Basic",Scotfind,software,Lost,2017-06-25,2017-07-04,0
3PIPAOVU,"Anna Snelling","Dustin Brinkmann","Central","MG Special",Finhigh,finance,Won,2017-10-26,2017-12-28,57
3PN3YSPK,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",NULL,NULL,Prospecting,NULL,NULL,NULL
3PPB3Q04,"Lajuana Vencill","Dustin Brinkmann","Central","MG Special",Konmatfix,marketing,Won,2017-04-17,2017-06-23,48
3PPHOXTT,"Darcel Schlecht","Melvin Marxen","Central","MG Special",NULL,NULL,Engaging,2017-07-28,NULL,NULL
3PVNGGBX,"Markita Hansen","Celia Rouche","West","GTX Basic","The New York Inquirer",medical,Engaging,2017-03-14,NULL,NULL
3PZ6Y6AJ,"Gladys Colclough","Melvin Marxen","Central","GTX Plus Pro",Treequote,telecommunications,Won,2017-07-19,2017-07-21,4907
3Q15OHQB,"Vicki Laflamme","Celia Rouche","West","MG Advanced",NULL,NULL,Engaging,2017-09-23,NULL,NULL
3Q5R6HAY,"Vicki Laflamme","Celia Rouche","West","MG Advanced",Doncon,technology,Won,2017-10-05,2017-10-08,3435
3Q8GSOKD,"Donn Cantrell","Rocco Neubert","East","GTX Basic",Zathunicon,retail,Won,2017-08-05,2017-12-04,535
3QQW8VJ2,"Garret Kinder","Cara Losch","East","GTX PRO",Xx-zobam,entertainment,Won,2017-03-14,2017-06-06,3869
3QS2B6IN,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Rundofase,technology,Won,2017-08-24,2017-09-03,57
3QSM7X3W,"Zane Levy","Summer Sewald","West","GTX PRO",Green-Plus,services,Won,2017-10-03,2017-11-06,4194
3QTN3F5T,"Anna Snelling","Dustin Brinkmann","Central","MG Advanced",Isdom,medical,Won,2017-06-09,2017-08-15,3470
3R4W7ZVY,"Cecily Lampkin","Dustin Brinkmann","Central","GTX Plus Basic",NULL,NULL,Prospecting,NULL,NULL,NULL
3R8PJCCW,"Kary Hendrixson","Summer Sewald","West","MG Advanced",Blackzim,retail,Won,2017-05-30,2017-09-03,2868
3RGNKYWW,"Kary Hendrixson","Summer Sewald","West","GTX Plus Basic",Hatfan,services,Won,2017-12-13,2017-12-26,921
3RJPZ634,"Corliss Cosme","Cara Losch","East","GTX PRO",Konex,technology,Won,2017-11-22,2017-12-06,4492
3S31RHE5,"Cassey Cress","Rocco Neubert","East","GTX PRO",Betasoloin,medical,Won,2017-03-15,2017-05-18,4497
3S3O03ZV,"Cassey Cress","Rocco Neubert","East","GTX Basic","Gekko & Co",retail,Won,2017-08-15,2017-08-25,552
3S73ZUQH,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",Betatech,medical,Lost,2017-07-12,2017-07-21,0
3SD04QJ4,"Wilburn Farren","Cara Losch","East","MG Advanced",NULL,NULL,Engaging,2017-07-29,NULL,NULL
3SEMPUU1,"Markita Hansen","Celia Rouche","West","GTX PRO",Labdrill,medical,Engaging,2017-05-17,NULL,NULL
3SF8O9S6,"Vicki Laflamme","Celia Rouche","West","MG Special",Plusstrip,entertainment,Won,2016-12-02,2017-03-27,60
3SOLZEZX,"Hayden Neloms","Celia Rouche","West","GTX Plus Pro",Goodsilron,marketing,Won,2017-11-28,2017-12-12,5702
3T23AW36,"James Ascencio","Summer Sewald","West","GTX Plus Basic",NULL,NULL,Engaging,2017-06-30,NULL,NULL
3T64Z7DB,"Kami Bicknell","Summer Sewald","West","GTX Basic",NULL,NULL,Engaging,2017-03-25,NULL,NULL
3TDWLPMV,"Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced",Warephase,services,Lost,2017-01-20,2017-03-11,0
3THBBYXS,"Violet Mclelland","Cara Losch","East","GTX Basic",Ganjaflex,retail,Won,2017-08-23,2017-12-08,542
3THRXZLP,"Markita Hansen","Celia Rouche","West","GTX Plus Basic",Scotfind,software,Lost,2017-08-15,2017-11-12,0
3TMNC3GW,"Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced",Kinnamplus,retail,Prospecting,NULL,NULL,NULL
3TSOEM5K,"Zane Levy","Summer Sewald","West","GTX Plus Pro",Rantouch,telecommunications,Lost,2017-03-01,2017-06-27,0
3TYPII47,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic",Goodsilron,marketing,Won,2016-11-20,2017-03-03,1207
3U25FK08,"Jonathan Berthelot","Melvin Marxen","Central","GTX Basic",Isdom,medical,Won,2016-12-13,2017-03-28,519
3UA6O3NG,"Reed Clapper","Rocco Neubert","East","GTX Plus Pro",Konex,technology,Won,2017-11-05,2017-11-07,6767
3UI5JBOA,"Boris Faz","Rocco Neubert","East","GTX Plus Pro","Umbrella Corporation",finance,Lost,2017-09-08,2017-11-19,0
3UOIHNKR,"James Ascencio","Summer Sewald","West","GTX Plus Pro",Plusstrip,entertainment,Won,2017-08-15,2017-09-03,5533
3V7Q3G52,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Funholding,finance,Lost,2017-07-20,2017-07-28,0
3VC45PML,"James Ascencio","Summer Sewald","West","GTX Basic",NULL,NULL,Engaging,2017-06-14,NULL,NULL
3VKO28KR,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced",Scottech,marketing,Lost,2017-02-08,2017-05-04,0
3VLKZISJ,"James Ascencio","Summer Sewald","West","MG Special",Scotfind,software,Won,2017-06-13,2017-06-27,68
3VMC6PGJ,"Hayden Neloms","Celia Rouche","West","GTX Plus Basic",Faxquote,telecommunications,Lost,2017-04-17,2017-04-25,0
3VPQNW5Y,"James Ascencio","Summer Sewald","West","GTX Plus Basic",Cheers,entertainment,Won,2017-12-17,2017-12-31,1007
3VQOFPW7,"Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Globex Corporation",technology,Lost,2017-03-30,2017-05-17,0
3W1K7X5F,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Condax,medical,Lost,2016-12-04,2017-03-09,0
3W1Y39BY,"Donn Cantrell","Rocco Neubert","East","GTX PRO",Silis,medical,Won,2017-10-14,2017-10-24,4521
3W4AWYSK,"Cassey Cress","Rocco Neubert","East","GTX Plus Pro","Vehement Capital Partners",finance,Lost,2017-06-03,2017-08-24,0
3WC1FUFP,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Basic",Zumgoity,medical,Lost,2017-05-08,2017-05-18,0
3WQMBMSN,"Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic",Treequote,telecommunications,Won,2017-03-24,2017-06-30,1185
3X13866U,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Basic",dambase,marketing,Lost,2016-12-01,2017-03-06,0
3X2HOUYU,"Vicki Laflamme","Celia Rouche","West","GTX Basic",Fasehatice,retail,Won,2017-05-14,2017-08-16,575
3X5BD9NU,"Markita Hansen","Celia Rouche","West","GTX PRO",Fasehatice,retail,Won,2017-06-12,2017-06-25,4733
3X8VLQ5G,"Jonathan Berthelot","Melvin Marxen","Central","GTX Basic",Cancity,retail,Won,2016-12-23,2017-03-12,469
3XJI7AD8,"Cassey Cress","Rocco Neubert","East","MG Advanced",Zotware,software,Lost,2017-07-19,2017-09-27,0
3XUKEIQF,"Donn Cantrell","Rocco Neubert","East","GTX Plus Pro",Plussunin,retail,Won,2017-08-15,2017-12-11,5454
3XVY4LEU,"Reed Clapper","Rocco Neubert","East","GTX PRO","Bluth Company",technology,Won,2017-02-03,2017-05-09,4671
3Y1LN6CQ,"Reed Clapper","Rocco Neubert","East","MG Special","Gekko & Co",retail,Won,2017-10-18,2017-10-19,54
3Y26MZHI,"Daniell Hammack","Rocco Neubert","East","GTX PRO",Donquadtech,technology,Won,2017-04-16,2017-04-17,5104
3Y6REURA,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Pro",Funholding,finance,Won,2017-09-08,2017-09-24,5600
3Y9SB2QK,"Maureen Marcano","Summer Sewald","West","GTX Basic",Dalttechnology,software,Won,2017-02-20,2017-03-01,571
3YC624RD,"Daniell Hammack","Rocco Neubert","East","GTX Basic","Bubba Gump",software,Lost,2017-07-18,2017-08-05,0
3YDXZ4FA,"Versie Hillebrand","Dustin Brinkmann","Central","GTX Plus Pro",NULL,NULL,Engaging,2017-07-21,NULL,NULL
3YWITFR5,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic",Ron-tech,medical,Won,2017-05-19,2017-08-15,440
3YZFYEMI,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Toughzap,retail,Won,2017-09-12,2017-12-09,50
3Z2AMU5T,"Reed Clapper","Rocco Neubert","East","MG Advanced",Kinnamplus,retail,Lost,2017-08-02,2017-11-23,0
3Z2BQVQ7,"Darcel Schlecht","Melvin Marxen","Central","GTX Basic",Condax,medical,Lost,2017-03-30,2017-04-01,0
3Z5NBGAT,"Cecily Lampkin","Dustin Brinkmann","Central","MG Special",Stanredtax,finance,Won,2017-07-22,2017-07-23,50
3Z9AX43T,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",Cancity,retail,Lost,2017-10-31,2017-12-22,0
3ZG0719M,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic",Ron-tech,medical,Won,2017-06-10,2017-08-26,1075
3ZILMRQK,"Donn Cantrell","Rocco Neubert","East","GTX Plus Pro",Kinnamplus,retail,Lost,2017-03-26,2017-05-28,0
3ZM8BJQO,"Kami Bicknell","Summer Sewald","West","GTX PRO",Labdrill,medical,Won,2017-04-04,2017-05-31,4398
401BY1PW,"Boris Faz","Rocco Neubert","East","GTX PRO",Ganjaflex,retail,Won,2017-08-30,2017-12-21,5052
407NLHJH,"James Ascencio","Summer Sewald","West","GTX Plus Basic",Labdrill,medical,Won,2017-05-22,2017-06-14,1090
408AHOYL,"Hayden Neloms","Celia Rouche","West","MG Advanced",Singletechno,retail,Lost,2017-06-23,2017-07-03,0
40DPY158,"Markita Hansen","Celia Rouche","West","MG Special",Hottechi,technology,Won,2016-12-10,2017-03-25,47
40VSPND6,"Moses Frase","Dustin Brinkmann","Central","MG Advanced",Rangreen,technology,Won,2017-06-25,2017-09-24,3679
41B62CUB,"Hayden Neloms","Celia Rouche","West","MG Special",J-Texon,retail,Lost,2017-08-28,2017-11-11,0
41HHBQRT,"Cassey Cress","Rocco Neubert","East","GTX Basic",Xx-zobam,entertainment,Lost,2017-09-17,2017-12-13,0
41IM8V9E,"Zane Levy","Summer Sewald","West","GTX Basic",Finjob,employment,Lost,2017-06-05,2017-09-27,0
41MURAI5,"Corliss Cosme","Cara Losch","East","GTX Basic",Konex,technology,Won,2016-12-01,2017-03-28,590
41RF80KQ,"Boris Faz","Rocco Neubert","East","GTX Plus Pro",NULL,NULL,Engaging,2017-05-23,NULL,NULL
41S0S9KP,"Wilburn Farren","Cara Losch","East","GTX Basic","Umbrella Corporation",finance,Won,2017-08-26,2017-11-23,471
420PORSF,"Rosie Papadopoulos","Cara Losch","East","MG Advanced",Konex,technology,Lost,2017-03-06,2017-06-06,0
426EL41A,"Anna Snelling","Dustin Brinkmann","Central","MG Special",NULL,NULL,Prospecting,NULL,NULL,NULL
42CA70FG,"Corliss Cosme","Cara Losch","East","MG Advanced",Zotware,software,Won,2017-10-18,2017-10-26,3225
42N0IWF8,"Zane Levy","Summer Sewald","West","GTX PRO",Condax,medical,Won,2017-05-30,2017-06-05,5644
42YPT5L7,"Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced",Ron-tech,medical,Won,2017-06-27,2017-07-04,3548
4335LVQT,"Corliss Cosme","Cara Losch","East","GTX Plus Pro",Zotware,software,Won,2017-08-07,2017-11-19,4648
43AH1M09,"Anna Snelling","Dustin Brinkmann","Central","MG Special",Warephase,services,Lost,2017-05-18,2017-05-24,0
43FW6W9O,"Vicki Laflamme","Celia Rouche","West","MG Advanced",Sunnamplex,marketing,Won,2017-08-26,2017-11-04,3966
43LFUTVM,"Zane Levy","Summer Sewald","West","GTX Plus Pro",NULL,NULL,Engaging,2017-03-24,NULL,NULL
43NBMRFY,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic",Scotfind,software,Won,2017-05-21,2017-08-18,1198
43WRAJ1I,"Versie Hillebrand","Dustin Brinkmann","Central","MG Special",Rundofase,technology,Won,2017-11-26,2017-12-11,66
443ATESI,"Anna Snelling","Dustin Brinkmann","Central","MG Special","Globex Corporation",technology,Won,2017-05-01,2017-08-28,64
44F8ZE41,"Donn Cantrell","Rocco Neubert","East","GTX Basic","Bubba Gump",software,Lost,2017-02-19,2017-05-19,0
44H0FJMH,"Anna Snelling","Dustin Brinkmann","Central","GTX Plus Pro",Bioholding,medical,Lost,2016-12-22,2017-03-27,0
44JDHBI8,"Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced",NULL,NULL,Prospecting,NULL,NULL,NULL
44Q1W18Y,"Moses Frase","Dustin Brinkmann","Central","MG Special",Zoomit,entertainment,Engaging,2017-08-12,NULL,NULL
44Y3J17P,"Boris Faz","Rocco Neubert","East","GTX Plus Basic",NULL,NULL,Engaging,2017-05-02,NULL,NULL
4501T63I,"Rosalina Dieter","Celia Rouche","West","MG Special",Plexzap,retail,Won,2016-12-29,2017-03-14,56
4563ENEB,"Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic",Gogozoom,telecommunications,Won,2017-02-01,2017-05-02,574
456BP2X7,"Zane Levy","Summer Sewald","West","MG Advanced",NULL,NULL,Engaging,2017-04-10,NULL,NULL
45A57X68,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro",Ron-tech,medical,Won,2016-12-04,2017-03-12,5522
45B6VA2Y,"Violet Mclelland","Cara Losch","East","MG Special",NULL,NULL,Engaging,2017-04-09,NULL,NULL
45CION64,"Violet Mclelland","Cara Losch","East","MG Special","Umbrella Corporation",finance,Won,2017-05-05,2017-08-17,59
45CMXP2K,"Darcel Schlecht","Melvin Marxen","Central","GTX Basic",Treequote,telecommunications,Lost,2017-06-03,2017-08-03,0
45H84LNT,"Darcel Schlecht","Melvin Marxen","Central","GTX PRO",NULL,NULL,Engaging,2017-07-27,NULL,NULL
461LIUS7,"Gladys Colclough","Melvin Marxen","Central","GTX Plus Basic",Isdom,medical,Won,2017-06-29,2017-07-07,1105
465ZW6J2,"Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic",NULL,NULL,Prospecting,NULL,NULL,NULL
46JP2TQB,"Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic","Globex Corporation",technology,Lost,2017-10-11,2017-10-19,0
46UHJGY0,"Corliss Cosme","Cara Losch","East","MG Special",NULL,NULL,Engaging,2017-11-02,NULL,NULL
46UITTY6,"Kary Hendrixson","Summer Sewald","West","GTX Basic",Singletechno,retail,Won,2017-08-27,2017-11-04,545
473F6L9F,"Moses Frase","Dustin Brinkmann","Central","MG Special",NULL,NULL,Prospecting,NULL,NULL,NULL
477HSG28,"Vicki Laflamme","Celia Rouche","West","GTX Basic",NULL,NULL,Engaging,2017-06-11,NULL,NULL
47P0HBNM,"Anna Snelling","Dustin Brinkmann","Central","MG Special",Plussunin,retail,Prospecting,NULL,NULL,NULL
47QKNXLO,"Rosie Papadopoulos","Cara Losch","East","GTX Basic",Yearin,retail,Won,2017-10-11,2017-12-10,472
483NKH0E,"Markita Hansen","Celia Rouche","West","GTX PRO",Plexzap,retail,Won,2017-05-17,2017-08-18,4644
484WREJQ,"Reed Clapper","Rocco Neubert","East","GTX Plus Basic",Zencorporation,technology,Won,2017-08-15,2017-09-03,1024
48AJ0X9E,"Gladys Colclough","Melvin Marxen","Central","GTX PRO",Toughzap,retail,Won,2017-02-22,2017-06-15,4498
